claim_set,src,line,cell,loose_cell,strict_ok,basis,verdict,loose_verdict,measured_killer,measured_kind,text
NARROW,2026-09-07_is-the-U56-6W-m20-cstar-of-104-bps-a-DRAWDOWN-CAP-artefact_C.result.md,36,,False,False,TRANSFERRED,TRANSFERRED,,,,"the binding bar in **0/8**, dropping the cap moves c* on **0/8**, dropping the CAGR floor on"
NARROW,2026-09-16_does-the-U56-n12-H21-CANDIDATE-survive-25-and-50-bps_C.result.md,36,,False,False,TRANSFERRED,TRANSFERRED,,,,book binding on drawdown at 10 bps would die on the CAGR floor as cost rose — is wrong: cost
PROX,LEADERBOARD.md,113,,False,False,TRANSFERRED,TRANSFERRED,,,,"**NOT a new candidate and NO memo written: a weekly de-grossed point of an already-committed family that DOMINATES it on all three metrics, and it dies on the cost ladder** — 4b KEEP at 0/5/10 bps, KILL(CAGR) at 25 bps (10.28% vs the 10.66%"
PROX,LEADERBOARD.md,614,,False,False,TRANSFERRED,TRANSFERRED,,,,"KEEP 4b (KILL at 25 bps, CAGR)"
PROX,LEADERBOARD.md,2060,,False,False,TRANSFERRED,TRANSFERRED,,,,"**ANSWERED / KILL of the proposed PROTOCOL clause.** The cost-based number exists (**q\* ~ 0.85**) and does NOT bind: cost_tilt is 1-30 bps of CAGR against \|dCAGR\| of 26-480 bps, so the test cannot fail anywhere a book trades"
PROX,LEADERBOARD.md,2489,,False,False,TRANSFERRED,TRANSFERRED,,,,dies at 20 bps on the CAGR floor
PROX,LEADERBOARD.md,2660,,False,False,TRANSFERRED,TRANSFERRED,,,,binding bar across the 10-bps grid is CAGR (214) then DD (128)
PROX,LEADERBOARD.md,2881,,False,False,TRANSFERRED,TRANSFERRED,,,,standing candidate `band3-F-rw`: 1d passes 5/10/15 bps and dies at **20 (CAGR)**
PROX,LEADERBOARD.md,3263,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**4a vs RULES v2: 2/120** (both noDBC, natural gross, broad only — fail on u56, die by 15 bps, earn <half of SPY's CAGR: PARK-grade, and this run is the reason to distrust them)"
PROX,LEADERBOARD.md,3283,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**KILL of 'the CAGR floor binding first' as stated — it is a ONE-UNIVERSE result.** CAGR binds on u56 (margin +0.0228 at 0 bps -> **+0.0006 at 16.0**, ~0.14pp CAGR per bp)"
PROX,LEADERBOARD.md,3542,,False,False,TRANSFERRED,TRANSFERRED,,,,"**The levered book keeps PASSING 4b until ~8.3%/yr borrow but stops BEATING the book we already have at ~2.8%/yr — inside what a real account pays; 4 cells break even at 0 bps. 4b passers 199/1,728, 4a-vs-live 135/1,728, BOTH 0/1,728: lever"
PROX,LEADERBOARD.md,3562,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,**Weakness first: it dies at 25 bps on both panels** (CAGR floor; 4b margin at 10 bps is only **+0.61 pp** u56 / **+0.84 pp** broad) on **8.2x / 10.9x** annual turnover
PROX,LEADERBOARD.md,3577,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,u56 dies at **c* 16.70 bps** on the 4b CAGR floor (margin +0.61 pp @10)
PROX,LEADERBOARD.md,3654,,False,False,TRANSFERRED,TRANSFERRED,,,,**KILL of CAGR-lift as a skill statistic**
PROX,LEADERBOARD.md,3681,,False,False,TRANSFERRED,TRANSFERRED,,,,"R(tau*) books 4a 0/63, 4b 13/63, BOTH 0.** Binding 4b bar on the failing 10-bps arms: CAGR 51, H2 25, H1 23, DD 10"
PROX,LEADERBOARD.md,3827,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**KILLED BY ITS OWN NULL. 4a 0 of 216; 4b 27 of 216 (U56 10/72, B136 17/72, SMALL439 0/72), all at 10 bps, NOTHING at 25 bps — but at the protocol rung a turnover-matched RANDOM key clears 4b in 4-5 of 8 seeds at exactly the trim depths whe"
PROX,LEADERBOARD.md,3832,,False,False,TRANSFERRED,TRANSFERRED,,,,"**4a 0 of 5, 4b 0 of 5** — every arm dies on the 4b CAGR floor (7.2-7.9% vs 10.66%, 5th reproduction of idea 330) and A_FLOOR/A_LIVE beat RULES v2 in BOTH halves, failing 4a only on drawdown by 40 / 87 bps"
PROX,LEADERBOARD.md,4757,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**4b 11/231 at 10 bps (all `gross` ≥0.95 on U56/B136, binding bar CAGR), 4a 3/231, BOTH 0/231.** 0 of 18 picks beat their own panel's RULES v2 OOS on U56 or B136 (short by 0.0014 and 0.0021, while carrying 6–7 pp more drawdown)"
PROX,2026-09-04_abs-momentum-filter_C.result.md,76,,False,False,TRANSFERRED,TRANSFERRED,,,,"Neither survives cost: at 25 bps `ew-all/abs` fails on both lists (CAGR on universe.json,"
PROX,2026-09-04_ensemble-plus-momentum_C.result.md,42,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**It is priced at the protocol's cost assumption, not inside it.** The joint cross-universe 4b pass survives 5 and 10 bps and dies at 15 (u56 CAGR falls to 10.3% against the 10.66% floor"
PROX,2026-09-04_which-4b-bar-binds_B.result.md,127,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"that breaks at 25 bps is the CAGR floor. 4a: passes on broad at both costs, fails on u56"
PROX,2026-09-05_sleeve-with-a-real-diversifier_B.result.md,60,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**Cost — NOT FIXED.** The cross-universe 4b pass survives 5 and 10 bps and dies at 15, identically for S4 and S9 (u56 CAGR 10.3% vs the 10.66% floor"
PROX,2026-09-05_sleeve-with-a-real-diversifier_B.result.md,64,,False,False,TRANSFERRED,TRANSFERRED,,,,"`top20 + 25% S4 matched` is a strictly better version of idea 26's PARK — cross-universe 4b, dominant on every risk axis, and it now survives both the rule-8 *visibility* problem and the one-year test — but it is still not a KEEP: rule 8 se"
PROX,2026-09-07_is-the-U56-6W-m20-cstar-of-104-bps-a-DRAWDOWN-CAP-artefact_C.result.md,36,,False,False,TRANSFERRED,TRANSFERRED,,,,"the binding bar in **0/8**, dropping the cap moves c* on **0/8**, dropping the CAGR floor on"
PROX,2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.result.md,89,B136/N=20,True,False,TRANSFERRED,TRANSFERRED,UNDECIDED_DEAD0,,,B136 @25 bps fails on CAGR)
PROX,2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C.result.md,98,,False,False,TRANSFERRED,TRANSFERRED,,,,"**dies on the cost ladder** (25 bps: 10.28% CAGR, below the 10.66% floor → KILL(CAGR))"
PROX,2026-09-08_why-does-the-IS-lift-slope-flip-between-GROSS-and-GATE_C.result.md,153,,False,False,TRANSFERRED,TRANSFERRED,,,,"Binding 4b bar on the 10-bps arms that fail: CAGR 51, H2 25, H1 23, DD 10"
PROX,2026-09-09_is-the-BAND-a-TURNOVER-dial-with-a-free-SHARPE_cloud.result.md,58,B136/N=20,True,False,TRANSFERRED,TRANSFERRED,UNDECIDED_DEAD0,,,clears 4b on zero cells on B136 at 10 bps and fails on **CAGR** in 91 of the 211 failing cells.
PROX,2026-09-10_does-a-BASE-RATE-ADJUSTED-4b-change-the-records-KEEP-set_cloud.result.md,76,,False,False,TRANSFERRED,TRANSFERRED,,,,"The binding bar is **CAGR in every cell**, with raw slack +0.0046 (10 bps) and +0.0017 (25 bps)"
PROX,2026-09-12_price-the-U56-MA-BAND-g1.00-LIGHT-OVERLAY-against-its-GROSS-MATCHED-CONTROL_cloud.result.md,72,,False,False,TRANSFERRED,TRANSFERRED,,,,"clause (dial 0.25, **25 bps**, control fails on CAGR) is a cost artefact, not a candidate."
WIDE,LEADERBOARD.md,113,,False,False,TRANSFERRED,TRANSFERRED,,,,"**NOT a new candidate and NO memo written: a weekly de-grossed point of an already-committed family that DOMINATES it on all three metrics, and it dies on the cost ladder** — 4b KEEP at 0/5/10 bps, KILL(CAGR) at 25 bps (10.28% vs the 10.66%"
WIDE,LEADERBOARD.md,614,,False,False,TRANSFERRED,TRANSFERRED,,,,"KEEP 4b (KILL at 25 bps, CAGR)"
WIDE,LEADERBOARD.md,1613,,False,False,TRANSFERRED,TRANSFERRED,,,,cross-universe 4b window 5 bps only (CAGR floor)
WIDE,LEADERBOARD.md,2060,,False,False,TRANSFERRED,TRANSFERRED,,,,"**ANSWERED / KILL of the proposed PROTOCOL clause.** The cost-based number exists (**q\* ~ 0.85**) and does NOT bind: cost_tilt is 1-30 bps of CAGR against \|dCAGR\| of 26-480 bps, so the test cannot fail anywhere a book trades"
WIDE,LEADERBOARD.md,2489,,False,False,TRANSFERRED,TRANSFERRED,,,,dies at 20 bps on the CAGR floor
WIDE,LEADERBOARD.md,2508,,False,False,TRANSFERRED,TRANSFERRED,,,,`band3-dg` also fails broad's **CAGR floor** at every reachable point at 5/10/25 bps (one 0-bps point passes) — idea 90's 'EMPTY on broad' reproduced and explained
WIDE,LEADERBOARD.md,2660,,False,False,TRANSFERRED,TRANSFERRED,,,,binding bar across the 10-bps grid is CAGR (214) then DD (128)
WIDE,LEADERBOARD.md,2881,,False,False,TRANSFERRED,TRANSFERRED,,,,standing candidate `band3-F-rw`: 1d passes 5/10/15 bps and dies at **20 (CAGR)**
WIDE,LEADERBOARD.md,3263,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**4a vs RULES v2: 2/120** (both noDBC, natural gross, broad only — fail on u56, die by 15 bps, earn <half of SPY's CAGR: PARK-grade, and this run is the reason to distrust them)"
WIDE,LEADERBOARD.md,3283,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**KILL of 'the CAGR floor binding first' as stated — it is a ONE-UNIVERSE result.** CAGR binds on u56 (margin +0.0228 at 0 bps -> **+0.0006 at 16.0**, ~0.14pp CAGR per bp)"
WIDE,LEADERBOARD.md,3542,,False,False,TRANSFERRED,TRANSFERRED,,,,"**The levered book keeps PASSING 4b until ~8.3%/yr borrow but stops BEATING the book we already have at ~2.8%/yr — inside what a real account pays; 4 cells break even at 0 bps. 4b passers 199/1,728, 4a-vs-live 135/1,728, BOTH 0/1,728: lever"
WIDE,LEADERBOARD.md,3562,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,**Weakness first: it dies at 25 bps on both panels** (CAGR floor; 4b margin at 10 bps is only **+0.61 pp** u56 / **+0.84 pp** broad) on **8.2x / 10.9x** annual turnover
WIDE,LEADERBOARD.md,3577,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,u56 dies at **c* 16.70 bps** on the 4b CAGR floor (margin +0.61 pp @10)
WIDE,LEADERBOARD.md,3654,,False,False,TRANSFERRED,TRANSFERRED,,,,**KILL of CAGR-lift as a skill statistic**
WIDE,LEADERBOARD.md,3681,,False,False,TRANSFERRED,TRANSFERRED,,,,"R(tau*) books 4a 0/63, 4b 13/63, BOTH 0.** Binding 4b bar on the failing 10-bps arms: CAGR 51, H2 25, H1 23, DD 10"
WIDE,LEADERBOARD.md,3827,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**KILLED BY ITS OWN NULL. 4a 0 of 216; 4b 27 of 216 (U56 10/72, B136 17/72, SMALL439 0/72), all at 10 bps, NOTHING at 25 bps — but at the protocol rung a turnover-matched RANDOM key clears 4b in 4-5 of 8 seeds at exactly the trim depths whe"
WIDE,LEADERBOARD.md,3832,,False,False,TRANSFERRED,TRANSFERRED,,,,"**4a 0 of 5, 4b 0 of 5** — every arm dies on the 4b CAGR floor (7.2-7.9% vs 10.66%, 5th reproduction of idea 330) and A_FLOOR/A_LIVE beat RULES v2 in BOTH halves, failing 4a only on drawdown by 40 / 87 bps"
WIDE,LEADERBOARD.md,4206,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"515 rule 8 + BOTH KEEP paths — what a 1e-3 Sharpe / 1e-4 CAGR bar is WORTH in verdicts: 30 U56 arms (band x gross, the only two dials), 10 bps, weekly, t+1"
WIDE,LEADERBOARD.md,4757,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**4b 11/231 at 10 bps (all `gross` ≥0.95 on U56/B136, binding bar CAGR), 4a 3/231, BOTH 0/231.** 0 of 18 picks beat their own panel's RULES v2 OOS on U56 or B136 (short by 0.0014 and 0.0021, while carrying 6–7 pp more drawdown)"
WIDE,LEADERBOARD.md,5561,B136/N=20,True,False,TRANSFERRED,TRANSFERRED,UNDECIDED_DEAD0,,,"**NAMED AS AN ARTEFACT, NOT A CANDIDATE: the comparand is asymmetric by construction (SPY holds no cash), the flat 300 bps is counterfactual (~10 bps to 2015, ~500 after 2022), and the cell was found by grid scan, not by the rule-8 selector"
WIDE,LEADERBOARD.md,5922,,False,False,TRANSFERRED,TRANSFERRED,,,,"IS MaxDD ≤ 60% of SPY's — the constraint this gate exists to buy) picks (0.42, 504), **fails 4b inside OOS on the CAGR floor**, fails at 25 bps and at lag 3, and its matched-gross twin **PASSES 4b with a higher Sharpe AND CAGR than the gate"
WIDE,LEADERBOARD.md,6027,,False,False,TRANSFERRED,TRANSFERRED,,,,"Passes at every cost rung 0–50 bps and at lags 1/2/3 (margin 1.16 / 0.78 / **0.17**pp). 4b gross band **{0.95, 1.00}** at 10 bps ({0.90,0.95,1.00} at 0–5 bps; 0.90 fails the CAGR leg by 0.09pp), flush against the ladder's top endpoint"
WIDE,LEADERBOARD.md,6116,,False,False,TRANSFERRED,TRANSFERRED,,,,The 5 CAGR-bound rows are **3 distinct memo-backed SHELF books** holding **+0.63 / +0.75 / +0.76 pp/yr** against PROTOCOL's floor and **+5.19 / +3.44 / +4.95 pp/yr** matched (8.2× / 4.6× / 6.5×) — all three also fail the CURRENT CAGR leg at
WIDE,LEADERBOARD.md,6133,,False,False,TRANSFERRED,TRANSFERRED,,,,"**Headline cell (L=10y, step 1M, g=0.65, 10 bps): 4b 97.8% (91/93), 4a 0.0% (0/93).** Only 2 failures, adjacent starts 2009-03 and 2009-04, one on H1 Sharpe and one on the CAGR floor, each failing exactly ONE leg"
WIDE,LEADERBOARD.md,6389,,False,False,TRANSFERRED,TRANSFERRED,,,,"**4b PASS on both conventions with a CAGR-floor margin of +0.153 pp, on a family where 16 of 63 phases pass anyway — a lottery ticket, not a book. 4a FAIL.** Across the run 4a is 0 of 45 canonical and 0 of 180 ROLL8 cells at 10 bps"
WIDE,LEADERBOARD.md,6622,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**OOS 4b 78 of 132, OOS 4a 2 of 132.** Best `U56-qroll-q0.12-w1008-d1.00` @10 bps, OOS **16.59% / 1.404 / −13.03%**, clearing the CAGR floor by **1.55 SE**"
WIDE,LEADERBOARD.md,6791,,False,False,TRANSFERRED,TRANSFERRED,,,,L_CAGR still clear by +0.9 pp at 75 bps
WIDE,2026-09-04_abs-momentum-filter_C.result.md,76,,False,False,TRANSFERRED,TRANSFERRED,,,,"Neither survives cost: at 25 bps `ew-all/abs` fails on both lists (CAGR on universe.json,"
WIDE,2026-09-04_ensemble-plus-momentum_C.result.md,42,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**It is priced at the protocol's cost assumption, not inside it.** The joint cross-universe 4b pass survives 5 and 10 bps and dies at 15 (u56 CAGR falls to 10.3% against the 10.66% floor"
WIDE,2026-09-04_which-4b-bar-binds_B.result.md,127,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"that breaks at 25 bps is the CAGR floor. 4a: passes on broad at both costs, fails on u56"
WIDE,2026-09-05_sleeve-f-that-clears-the-floor_cloud.result.md,48,,False,False,TRANSFERRED,TRANSFERRED,,,,* On **broad @ 10 bps the ladder cannot get there at all**: `R20` fails the **CAGR floor** at
WIDE,2026-09-05_sleeve-with-a-real-diversifier_B.result.md,60,U56/N=20,True,False,TRANSFERRED,TRANSFERRED,REFUTED,,,"**Cost — NOT FIXED.** The cross-universe 4b pass survives 5 and 10 bps and dies at 15, identically for S4 and S9 (u56 CAGR 10.3% vs the 10.66% floor"
WIDE,2026-09-05_sleeve-with-a-real-diversifier_B.result.md,64,,False,False,TRANSFERRED,TRANSFERRED,,,,"`top20 + 25% S4 matched` is a strictly better version of idea 26's PARK — cross-universe 4b, dominant on every risk axis, and it now survives both the rule-8 *visibility* problem and the one-year test — but it is still not a KEEP: rule 8 se"
WIDE,2026-09-06_monthly-drawdown-cost_cloud.result.md,79,,False,False,TRANSFERRED,TRANSFERRED,,,,"the CAGR floor at 25 bps, fails 4a, is not the rule-8 pick, and is a monthly variant of a book the"
WIDE,2026-09-06_where-selectivity-and-cost-cross_cloud.result.md,162,,False,False,TRANSFERRED,TRANSFERRED,,,,(where the no-ranking book already fails 4b's CAGR floor at 10 bps)
WIDE,2026-09-06_where-selectivity-and-cost-cross_cloud.result.md,163,,False,False,TRANSFERRED,TRANSFERRED,,,,"CAGR floor, so it does **not** clear idea 82's proposed 25 bps cross-universe bar"
WIDE,2026-09-07_is-the-U56-6W-m20-cstar-of-104-bps-a-DRAWDOWN-CAP-artefact_C.result.md,36,,False,False,TRANSFERRED,TRANSFERRED,,,,"the binding bar in **0/8**, dropping the cap moves c* on **0/8**, dropping the CAGR floor on"
WIDE,2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.result.md,89,B136/N=20,True,False,TRANSFERRED,TRANSFERRED,UNDECIDED_DEAD0,,,B136 @25 bps fails on CAGR)
WIDE,2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C.result.md,98,,False,False,TRANSFERRED,TRANSFERRED,,,,"**dies on the cost ladder** (25 bps: 10.28% CAGR, below the 10.66% floor → KILL(CAGR))"
WIDE,2026-09-08_does-the-4b-gross-100-family-survive-a-CASH-CREDIT-and-a-BORROW-charge_C.result.md,16,,False,False,TRANSFERRED,TRANSFERRED,,,,"on the low-gross family is the **CAGR floor** (fails 42/42 at rate 0, still 41/42 at 300 bps)."
WIDE,2026-09-08_why-does-the-IS-lift-slope-flip-between-GROSS-and-GATE_C.result.md,153,,False,False,TRANSFERRED,TRANSFERRED,,,,"Binding 4b bar on the 10-bps arms that fail: CAGR 51, H2 25, H1 23, DD 10"
WIDE,2026-09-09_is-the-BAND-a-TURNOVER-dial-with-a-free-SHARPE_cloud.result.md,58,B136/N=20,True,False,TRANSFERRED,TRANSFERRED,UNDECIDED_DEAD0,,,clears 4b on zero cells on B136 at 10 bps and fails on **CAGR** in 91 of the 211 failing cells.
WIDE,2026-09-10_does-a-BASE-RATE-ADJUSTED-4b-change-the-records-KEEP-set_cloud.result.md,76,,False,False,TRANSFERRED,TRANSFERRED,,,,"The binding bar is **CAGR in every cell**, with raw slack +0.0046 (10 bps) and +0.0017 (25 bps)"
WIDE,2026-09-10_every-de-grossed-book-in-the-record-is-priced-with-cash-at-ZERO_B.result.md,146,,False,False,TRANSFERRED,TRANSFERRED,,,,Crediting cash at 300 bps closes **78% of the live book's 4b CAGR-floor deficit and still leaves
WIDE,2026-09-11_restate-idea-276-s-26-file-UPPER-BOUND-on-the-headline-block_B.result.md,80,,False,False,TRANSFERRED,TRANSFERRED,,,,- 4b sole-cut attribution at 10 bps: the **CAGR floor is the only failing bar for 14 of 30 arms**
WIDE,2026-09-12_price-the-U56-MA-BAND-g1.00-LIGHT-OVERLAY-against-its-GROSS-MATCHED-CONTROL_cloud.result.md,72,,False,False,TRANSFERRED,TRANSFERRED,,,,"clause (dial 0.25, **25 bps**, control fails on CAGR) is a cost artefact, not a candidate."
WIDE,2026-09-12_price-the-ZERO-CASH-convention-on-the-gross-LADDER_B.result.md,128,,False,False,TRANSFERRED,TRANSFERRED,,,,"exactly the window that decides the CAGR floor and the IS band, and at 150 bps both books fail."
WIDE,2026-09-12_price-the-ZERO-CASH-convention-on-the-gross-LADDER_cloud.result.md,80,,False,False,TRANSFERRED,TRANSFERRED,,,,**CAGR leg alone** at 0 bps (10.38% vs the 10.66% floor) and **passes every leg** at 150 and 300
WIDE,2026-09-15_is-the-WEEKLY-PHASE-FAMILY-SPREAD-a-1-over-sqrt-n-AVERAGING-fact-or-a-SEPARATION-fact_C.result.md,152,,False,False,TRANSFERRED,TRANSFERRED,,,,"fails 4b's CAGR floor, and the one cadence that looks better at 10 bps loses at 50."
WIDE,2026-09-15_publish-BOTH-CAGR-FLOORS-beside-every-committed-4b-claim_B.result.md,119,,False,False,TRANSFERRED,TRANSFERRED,,,,"Each of the three fails the CURRENT floor's CAGR leg at 25 bps, so the margin is inside the"
