file,kind,op,metric,tie,line,src
2026-09-04_gross-matched-turnover-constraints_B.py,compare,!=,maxdd,FAIL,519,np.sign(sv.dMaxDD_off) != np.sign(sv.dMaxDD_on)
2026-09-04_gross-matched-turnover-constraints_B.py,sign,sign,maxdd,FLIP,424,np.sign(o.dMaxDD_pp)
2026-09-04_gross-matched-turnover-constraints_B.py,sign,sign,maxdd,FLIP,424,np.sign(n_.dMaxDD_pp)
2026-09-04_gross-matched-turnover-constraints_B.py,sign,sign,maxdd,FLIP,519,np.sign(sv.dMaxDD_off)
2026-09-04_gross-matched-turnover-constraints_B.py,sign,sign,maxdd,FLIP,519,np.sign(sv.dMaxDD_on)
2026-09-04_insider-cluster-buying.py,compare,>=,maxdd,PASS,479,"idea[""MaxDD""] >= base[""MaxDD""]"
2026-09-04_insider-cluster-buying.py,compare,>=,maxdd,PASS,483,"idea[""MaxDD""] >= 0.60 * spy[""MaxDD""]"
2026-09-04_insider-cluster-smallcap.py,compare,>=,maxdd,PASS,413,"idea[""MaxDD""] >= base[""MaxDD""]"
2026-09-04_insider-cluster-smallcap.py,compare,>=,maxdd,PASS,417,"idea[""MaxDD""] >= 0.60 * spy[""MaxDD""]"
2026-09-04_momentum-plus-quality-proxy_cloud.py,compare,<=,maxdd,PASS,152,"abs(m[""MaxDD""]) <= 0.60 * abs(bars[""sdd""])"
2026-09-04_momentum-plus-quality-proxy_cloud.py,compare,>=,maxdd,PASS,155,"m[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-04_no-vol-scaling.py,compare,>=,maxdd,PASS,143,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-04_no-vol-scaling.py,compare,<=,maxdd,PASS,153,"abs(m[""MaxDD""]) <= 0.60 * abs(ms[""MaxDD""])"
2026-09-04_no-vol-scaling.py,compare,<=,maxdd,PASS,284,"abs(metrics(rets[c[0]].loc[:IS_END])[""MaxDD""]) <= dd_cap"
2026-09-04_no-vol-scaling.py,compare,>=,maxdd,PASS,331,m['MaxDD'] >= metrics(base)['MaxDD']
2026-09-04_no-vol-scaling.py,compare,<=,maxdd,PASS,338,abs(m['MaxDD']) <= 0.60*abs(ms['MaxDD'])
2026-09-04_position-count.py,compare,<=,maxdd,PASS,132,"abs(m[""MaxDD""]) <= 0.60 * abs(ms[""MaxDD""])"
2026-09-04_position-count.py,compare,>=,maxdd,PASS,110,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-04_position-count.py,compare,<=,maxdd,PASS,119,"abs(m[""MaxDD""]) <= 0.60 * abs(ms[""MaxDD""])"
2026-09-04_position-count.py,compare,>=,maxdd,PASS,305,sub.IS_MaxDD >= -is_dd_cap
2026-09-04_prox-inverted-signal_cloud.py,compare,<=,maxdd,PASS,185,"abs(m[""MaxDD""]) <= 0.60 * abs(ms[""MaxDD""])"
2026-09-04_prox-inverted-signal_cloud.py,compare,>=,maxdd,PASS,174,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-04_prox-inverted-signal_cloud.py,compare,<=,maxdd,PASS,424,"abs(row.OOS_MaxDD) <= 0.60 * abs(mso[""MaxDD""])"
2026-09-04_prox-inverted-signal_cloud.py,compare,>=,maxdd,PASS,431,cand.IS_MaxDD >= -cap
2026-09-04_sector-only-universe_C.py,compare,<=,maxdd,PASS,186,"abs(m[""MaxDD""]) <= 0.60 * abs(ms[""MaxDD""])"
2026-09-04_sector-only-universe_C.py,compare,>=,maxdd,PASS,175,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-04_sector-only-universe_C.py,compare,>=,maxdd,PASS,365,cand.IS_MaxDD >= -cap
2026-09-04_sector-only-universe_C.py,compare,<=,maxdd,PASS,370,"abs(row.OOS_MaxDD) <= 0.60 * abs(metrics(spy_oos)[""MaxDD""])"
2026-09-04_sector-only-universe_C.py,compare,>=,maxdd,PASS,378,sub.IS_MaxDD >= -cap
2026-09-04_sector-only-universe_C.py,compare,>,maxdd,FAIL,319,s.dMaxDD > 0
2026-09-04_selectability-pre-test_cloud.py,compare,>=,maxdd,PASS,352,d.IS_MaxDD >= 0.60 * m3(spy_is)[2]
2026-09-04_sharpe-bound-book-change_cloud.py,compare,<=,maxdd,PASS,294,"abs(m[""MaxDD""]) <= 0.60 * abs(bars[""sdd""])"
2026-09-04_sharpe-bound-book-change_cloud.py,compare,>=,maxdd,PASS,300,"m[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-04_small-cap-pead.py,compare,>=,maxdd,PASS,233,"d[""MaxDD""] >= b[""MaxDD""]"
2026-09-04_small-cap-pead.py,compare,>=,maxdd,PASS,236,"d[""MaxDD""] >= 0.6 * s[""MaxDD""]"
2026-09-04_smallcap-eligible-equal-weight_C.py,compare,<,maxdd,FAIL,115,"d[""MaxDD""] < 0.60 * spy[""MaxDD""]"
2026-09-04_smallcap-eligible-equal-weight_C.py,compare,>=,maxdd,PASS,110,"d[""MaxDD""] >= base[""MaxDD""]"
2026-09-04_smallcap-eligible-equal-weight_C.py,compare,>=,maxdd,PASS,184,"isdf[""MaxDD""] >= 0.60 * spy_is[""MaxDD""]"
2026-09-04_spy-tlt-gld-riskparity_C.py,compare,>,maxdd,FAIL,95,"abs(d[""MaxDD""]) > 0.60 * abs(spy[""MaxDD""])"
2026-09-04_spy-tlt-gld-riskparity_C.py,compare,>=,maxdd,PASS,90,"d[""MaxDD""] >= base[""MaxDD""]"
2026-09-04_spy-tlt-gld-riskparity_C.py,compare,<=,maxdd,PASS,206,"abs(d[""MaxDD""]) <= dd_cap"
2026-09-04_spy-tlt-gld-riskparity_C.py,sign,sign,maxdd,FLIP,225,"dg.assign(err=(dg[""MaxDD""].abs() - tgt).abs())"
2026-09-04_third-universe-portability_B.py,compare,<=,maxdd,PASS,163,"abs(m[""MaxDD""]) <= 0.60 * abs(ms[""MaxDD""])"
2026-09-04_third-universe-portability_B.py,compare,>=,maxdd,PASS,154,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-04_third-universe-portability_B.py,compare,>=,maxdd,PASS,415,sub.IS_MaxDD >= -is_dd_cap
2026-09-04_turnover-budget_B.py,compare,>=,maxdd,PASS,205,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-04_vol-cap-as-a-satellite-clause_B.py,compare,<=,maxdd,PASS,221,"abs(m[""MaxDD""]) <= 0.60 * abs(ms[""MaxDD""])"
2026-09-04_vol-cap-as-a-satellite-clause_B.py,compare,>=,maxdd,PASS,210,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-04_vol-cap-as-a-satellite-clause_B.py,compare,<=,maxdd,PASS,419,"abs(row.OOS_MaxDD) <= 0.60 * abs(so[""MaxDD""])"
2026-09-04_vol-cap-as-a-satellite-clause_B.py,compare,>=,maxdd,PASS,425,tab.IS_MaxDD >= -cap_dd
2026-09-04_vol-scaler-replacement_B.py,compare,>=,maxdd,PASS,162,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-04_vol-scaler-replacement_B.py,compare,<=,maxdd,PASS,171,"abs(m[""MaxDD""]) <= 0.60 * abs(ms[""MaxDD""])"
2026-09-04_vol-scaler-replacement_B.py,compare,>=,maxdd,PASS,312,sub.IS_MaxDD >= -is_dd_cap
2026-09-04_vol-scaler-replacement_B.py,compare,>,maxdd,FAIL,345,abs(row.MaxDD) > dd_cap
2026-09-04_which-4b-bar-binds_B.py,compare,>=,maxdd,PASS,211,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-05_2011-the-opposite-outlier_C.py,compare,>=,maxdd,PASS,305,"r[""MaxDD""] >= base[""MaxDD""]"
2026-09-05_2011-the-opposite-outlier_C.py,compare,>=,maxdd,PASS,310,"r[""MaxDD""] >= 0.60 * spy[""MaxDD""]"
2026-09-05_2011-the-opposite-outlier_C.py,compare,>=,maxdd,PASS,315,"r[""OOS_MaxDD""] >= 0.60 * spy[""OOS_MaxDD""]"
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.py,compare,>=,maxdd,PASS,252,"r[""MaxDD""] >= base[""MaxDD""]"
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.py,compare,>=,maxdd,PASS,257,"r[""MaxDD""] >= 0.60 * spy[""MaxDD""]"
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.py,compare,>=,maxdd,PASS,262,"r[""OOS_MaxDD""] >= 0.60 * spy[""OOS_MaxDD""]"
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.py,compare,>=,maxdd,PASS,265,"r[""MaxDD""] >= base[""MaxDD""]"
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.py,compare,>=,maxdd,PASS,270,"r[""MaxDD""] >= 0.60 * spy[""MaxDD""]"
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.py,compare,>=,maxdd,PASS,275,"r[""OOS_MaxDD""] >= 0.60 * spy[""OOS_MaxDD""]"
2026-09-05_V1u-small-negative-price_cloud.py,compare,>=,maxdd,PASS,247,GA.dMaxDD >= bar
2026-09-05_V1u-small-negative-price_cloud.py,compare,>=,maxdd,PASS,253,GA.dMaxDD >= fl
2026-09-05_V1u-small-negative-price_cloud.py,compare,>=,maxdd,PASS,401,"pis[""dMaxDD""] >= 1.0"
2026-09-05_V1u-small-negative-price_cloud.py,compare,>=,maxdd,PASS,426,"mf[""MaxDD""] >= vf[""MaxDD""]"
2026-09-05_V1u-small-negative-price_cloud.py,compare,>=,maxdd,PASS,428,"mf[""MaxDD""] >= 0.60 * sf[""MaxDD""]"
2026-09-05_V1u-small-negative-price_cloud.py,compare,>=,maxdd,PASS,431,"mo[""MaxDD""] >= 0.60 * so[""MaxDD""]"
2026-09-05_V1u-small-negative-price_cloud.py,compare,>=,maxdd,PASS,456,"mf[""MaxDD""] >= vf[""MaxDD""]"
2026-09-05_V1u-small-negative-price_cloud.py,compare,>=,maxdd,PASS,458,"mf[""MaxDD""] >= 0.60 * sf[""MaxDD""]"
2026-09-05_absorbing-state-audit_B.py,compare,>=,maxdd,PASS,355,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-05_absorbing-state-audit_B.py,compare,<=,maxdd,PASS,371,"abs(m[""MaxDD""]) <= 0.60 * abs(ib[""sdd""])"
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.py,compare,==,calmar,PASS,171,"which == ""IS_CALMAR"""
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.py,compare,==,maxdd,PASS,173,"which == ""IS_MAXDD"""
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.py,compare,>,maxdd,FAIL,172,"abs(m[""MaxDD""]) > 1e-12"
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.py,compare,>=,maxdd,PASS,245,"mo[""MaxDD""] >= metrics(v1o)[""MaxDD""]"
2026-09-05_band-width-at-g085_cloud.py,compare,<,maxdd,FAIL,337,S.IS_MaxDD.abs() < cap_is
2026-09-05_cagr-floor-calibration_B.py,compare,<,maxdd,FAIL,352,abs(pub.MaxDD + 0.169) < 5e-4
2026-09-05_cagr-floor-calibration_B.py,compare,<=,maxdd,PASS,545,"LB.MaxDD.abs() <= DELTA0 * abs(ref[""sdd""])"
2026-09-05_cagr-floor-constrained-selector_cloud.py,compare,>=,maxdd,PASS,221,"r[""MaxDD""] >= base[""MaxDD""]"
2026-09-05_cagr-floor-constrained-selector_cloud.py,compare,>=,maxdd,PASS,226,"r[""MaxDD""] >= 0.60 * spy[""MaxDD""]"
2026-09-05_cagr-floor-constrained-selector_cloud.py,compare,>=,maxdd,PASS,232,"r[""OOS_MaxDD""] >= 0.60 * spy[""OOS_MaxDD""]"
2026-09-05_candidate-count-vs-dispersion_B.py,compare,>=,maxdd,PASS,190,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-05_candidate-count-vs-dispersion_B.py,compare,<=,maxdd,PASS,201,"abs(m[""MaxDD""]) <= 0.60 * abs(ms[""MaxDD""])"
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.py,compare,>=,maxdd,PASS,259,"r[""MaxDD""] >= base[""MaxDD""]"
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.py,compare,>=,maxdd,PASS,264,"r[""MaxDD""] >= 0.60 * spy[""MaxDD""]"
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.py,compare,>=,maxdd,PASS,269,"r[""OOS_MaxDD""] >= 0.60 * spy[""OOS_MaxDD""]"
2026-09-05_crisis-depth-as-the-price-denominator_B.py,compare,>=,maxdd,PASS,589,cell.IS_dMaxDD >= 1.0
2026-09-05_crisis-depth-as-the-price-denominator_B.py,compare,>=,maxdd,PASS,580,cell.OOS_dMaxDD >= 1.0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.py,compare,>,maxdd,FAIL,232,"delta * F[f""{w}_b_sdd""].abs() - F[f""{w}_MaxDD""].abs() > 0"
2026-09-05_de-gross-vs-reweight-across-gates_cloud.py,compare,>=,maxdd,PASS,186,"m[""MaxDD""] >= metrics(v1r)[""MaxDD""]"
2026-09-05_defensive-overlays-are-rule-8-invisible_B.py,compare,<,maxdd,FAIL,501,Y.SPY_MaxDD < -0.15
2026-09-05_defensive-overlays-are-rule-8-invisible_B.py,compare,>=,maxdd,PASS,245,"r[""MaxDD""] >= base[""MaxDD""]"
2026-09-05_defensive-overlays-are-rule-8-invisible_B.py,compare,>=,maxdd,PASS,250,"r[""MaxDD""] >= 0.60 * spy[""MaxDD""]"
2026-09-05_defensive-overlays-are-rule-8-invisible_B.py,compare,>=,maxdd,PASS,255,"r[""OOS_MaxDD""] >= 0.60 * spy[""OOS_MaxDD""]"
2026-09-05_delete-the-scaler-on-small_cloud.py,compare,>=,maxdd,PASS,181,"d[""MaxDD""] >= base[""MaxDD""]"
2026-09-05_delete-the-scaler-on-small_cloud.py,compare,>=,maxdd,PASS,183,"d[""MaxDD""] >= 0.60 * spy[""MaxDD""]"
2026-09-05_delete-the-scaler-on-small_cloud.py,compare,>=,maxdd,PASS,309,"fam.IS_MaxDD >= 0.60 * spy_is[""MaxDD""]"
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.py,compare,>=,maxdd,PASS,334,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.py,compare,<=,maxdd,PASS,348,"abs(m[""MaxDD""]) <= DELTA * abs(ms[""MaxDD""])"
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.py,compare,>=,maxdd,PASS,672,"A.loc[m, ""MaxDD""] >= bb[""MaxDD""]"
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.py,compare,>=,maxdd,PASS,748,s.OOS_MaxDD >= s.base_OOS_MaxDD
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.py,compare,>=,maxdd,PASS,675,"A.loc[m, ""MaxDD""] >= 0.60 * sp[""MaxDD""]"
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.py,compare,>=,maxdd,PASS,749,s.OOS_MaxDD >= 0.60 * s.spy_OOS_MaxDD
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.py,compare,>=,maxdd,PASS,235,"row[""MaxDD_F""] >= base[""MaxDD_F""]"
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.py,compare,>=,maxdd,PASS,241,"row[""MaxDD_F""] >= 0.60 * spy[""MaxDD_F""]"
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.py,compare,>=,maxdd,PASS,248,"row[""MaxDD_OOS""] >= 0.60 * spy[""MaxDD_OOS""]"
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.py,compare,>=,maxdd,PASS,306,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.py,compare,<=,maxdd,PASS,318,"abs(m[""MaxDD""]) <= DELTA * abs(ms[""MaxDD""])"
2026-09-05_does-cadence-skill-survive-a-second-corpus_cloud.py,compare,>=,maxdd,PASS,341,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-05_does-cadence-skill-survive-a-second-corpus_cloud.py,compare,<=,maxdd,PASS,353,"abs(m[""MaxDD""]) <= DELTA * abs(ms[""MaxDD""])"
2026-09-05_does-share-price-any-key-or-only-vol_B.py,compare,<,maxdd,FAIL,411,"abs(mv[""MaxDD""] + 0.1382780) < 5e-6"
2026-09-05_does-the-ceiling-beat-a-chosen-gross_C.py,compare,<=,maxdd,PASS,500,"abs(row.MaxDD_IS) <= DELTA * abs(bIS[""dd""])"
2026-09-05_does-the-leak-free-selector-edge-survive-a-third-corpus_cloud.py,compare,>=,maxdd,PASS,268,"row[""MaxDD_F""] >= base[""MaxDD_F""]"
2026-09-05_does-the-leak-free-selector-edge-survive-a-third-corpus_cloud.py,compare,>=,maxdd,PASS,274,"row[""MaxDD_F""] >= DELTA * spy[""MaxDD_F""]"
2026-09-05_does-the-leak-free-selector-edge-survive-a-third-corpus_cloud.py,compare,<,maxdd,FAIL,568,"fail[""MaxDD_F""] < DELTA * fail[""spy_MaxDD_F""]"
2026-09-05_execution-lag-sensitivity-of-the-price-list_C.py,compare,>=,maxdd,PASS,412,cell.IS_dMaxDD >= 1.0
2026-09-05_fixed-gross-S4-blend_cloud.py,compare,>=,maxdd,PASS,159,"row[""MaxDD""] >= base[""MaxDD""]"
2026-09-05_fixed-gross-S4-blend_cloud.py,compare,>=,maxdd,PASS,165,"row[""MaxDD""] >= 0.60 * spy[""MaxDD""]"
2026-09-05_fixed-gross-S4-blend_cloud.py,compare,>=,maxdd,PASS,293,"r[""MaxDD""] >= 0.60 * spy[""MaxDD""]"
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud.py,compare,>=,maxdd,PASS,253,"d[""MaxDD""] >= base[""MaxDD""]"
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud.py,compare,>=,maxdd,PASS,255,"d[""MaxDD""] >= 0.60 * spy[""MaxDD""]"
2026-09-05_gross-as-the-missing-third-bar_B.py,compare,<,maxdd,FAIL,374,abs(pub.MaxDD + 0.169) < 5e-4
2026-09-05_gross-interval-as-a-keep-bar_B.py,compare,>,maxdd,FAIL,319,delta * bd - D.IS_MaxDD.abs() > 0
2026-09-05_gross-interval-as-a-keep-bar_B.py,compare,>,maxdd,FAIL,311,delta * bd - D.MaxDD.abs() > 0
2026-09-05_gross-interval-as-a-keep-bar_B.py,compare,>,maxdd,FAIL,573,"DELTA0 * abs(b[""sdd""]) - sub.OOS_MaxDD.abs() > 0"
2026-09-05_gross-interval-as-a-pre-registered-KEEP-bar_B.py,compare,>,maxdd,FAIL,247,delta * D.bo_sdd.abs() - D.OOS_MaxDD.abs() > 0
2026-09-05_gross-interval-as-a-pre-registered-KEEP-bar_B.py,compare,>,maxdd,FAIL,238,delta * D.b_sdd.abs() - D.MaxDD.abs() > 0
2026-09-05_gross-interval-as-a-pre-registered-KEEP-bar_B.py,compare,>,maxdd,FAIL,243,delta * D.bi_sdd.abs() - D.IS_MaxDD.abs() > 0
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.py,compare,<=,maxdd,PASS,257,"abs(bk[""MaxDD""]) <= delta * abs(ref[""MaxDD""])"
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.py,compare,>=,maxdd,PASS,270,"bk[""MaxDD""] >= base[""MaxDD""]"
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.py,compare,<=,maxdd,PASS,440,"grp.MaxDD.abs() <= DELTA0 * abs(sref[""MaxDD""])"
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.py,compare,<=,maxdd,PASS,575,"grp.IS_MaxDD.abs() <= DELTA0 * abs(spy_is[""MaxDD""])"
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.py,compare,<=,maxdd,PASS,517,"grp.MaxDD.abs() <= dlt * abs(sref[""MaxDD""])"
2026-09-05_is-4b-internally-consistent-at-any-vol_cloud.py,compare,<=,maxdd,PASS,590,"abs(r.OOS_MaxDD) <= DELTA0 * abs(sref[""OOS_MaxDD""])"
2026-09-05_is-Calmar-immunity-general_C.py,compare,==,calmar,PASS,276,"round(pub[""K_Calmar""], 2) == 1.00"
2026-09-05_is-Calmar-immunity-general_C.py,compare,==,maxdd,PASS,277,"round(pub[""K_MaxDD""] * 100) == 29"
2026-09-05_is-PRICE-NEG-the-only-arm-that-is-both-large-and-helpful_B.py,compare,>=,maxdd,PASS,260,"row[""MaxDD_F""] >= base[""MaxDD_F""]"
2026-09-05_is-PRICE-NEG-the-only-arm-that-is-both-large-and-helpful_B.py,compare,>=,maxdd,PASS,266,"row[""MaxDD_F""] >= 0.60 * spy[""MaxDD_F""]"
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.py,compare,>=,maxdd,PASS,222,"row[""MaxDD""] >= v1[""MaxDD""]"
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.py,compare,<,maxdd,FAIL,229,"row[""OOS_MaxDD""] < 0.60 * spy[""OOS_MaxDD""]"
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.py,compare,<,maxdd,FAIL,235,"row[""MaxDD""] < 0.60 * spy[""MaxDD""]"
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.py,compare,==,maxdd,PASS,276,"lab == ""OOS_absMaxDD"""
2026-09-05_is-the-conditional-sleeve-anything-at-all_B.py,compare,>=,maxdd,PASS,295,"metrics(r)[""MaxDD""] >= metrics(base)[""MaxDD""]"
2026-09-05_is-the-conditional-sleeve-anything-at-all_B.py,compare,<=,maxdd,PASS,307,"abs(m[""MaxDD""]) <= DELTA * abs(ms[""MaxDD""])"
2026-09-05_is-the-conditional-sleeve-anything-at-all_B.py,compare,>,maxdd,FAIL,769,allq.pct_MaxDD.mean() > divq[divq.n == 20].pct_MaxDD.mean()
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.py,compare,>=,maxdd,PASS,231,"row[""MaxDD_F""] >= base[""MaxDD_F""]"
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.py,compare,>=,maxdd,PASS,214,"row[""MaxDD_F""] >= 0.60 * spy[""MaxDD_F""]"
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.py,compare,>=,maxdd,PASS,219,"row[""MaxDD_OOS""] >= 0.60 * spy[""MaxDD_OOS""]"
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.py,compare,>=,maxdd,PASS,224,"row[""MaxDD_IS""] >= 0.60 * spy[""MaxDD_IS""]"
